Week,Property Country,Net Orders,Net Gross Booking Value USD,Booking value per order,Net Order Percent Change,Net Gross Booking Value USD Percent Change,Booking value per order Percent Change
2016-W45,Palau,15,5503.6669999999995,368.39700833333336,,,
2016-W45,Panama,281,102586.7588,341.32525868065636,,,
2016-W45,Papua New Guinea,2,428.31989999999996,214.15994999999998,,,
2016-W45,Paraguay,29,11509.430699999999,336.2943583333334,,,
2016-W45,Peru,451,129617.4783,365.47336163798735,,,
2016-W45,Philippines,1287,340963.2081,279.264060024186,,,
2016-W45,Poland,724,207534.6236,260.4245820498669,,,
2016-W45,Portugal,629,236317.5577,363.3223747693616,,,
2016-W45,Puerto Rico,845,338407.46719999996,462.9466766483044,,,
2016-W45,Qatar,84,55451.5236,561.7581419047619,,,
2016-W45,Reunion,6,1283.6469000000002,265.05685833333337,,,
2016-W45,Romania,106,28587.2445,261.16831901629075,,,
2016-W45,Russia,197,96447.902,495.16238223458237,,,
2016-W45,Rwanda,5,1370.7549,274.15098,,,
2016-W45,Samoa,3,1398.36,466.11999999999995,,,
2016-W45,San Marino,2,336.4054,168.2027,,,
2016-W45,Saudi Arabia,107,82680.2623,733.0395267042608,,,
2016-W45,Senegal,4,1439.9216999999999,424.99556666666666,,,
2016-W45,Serbia,27,7769.8926,340.1613649122807,,,
2016-W45,Seychelles,12,18739.4616,1919.8794333333333,,,
2016-W45,Sierra Leone,1,1225.2,1225.2,,,
2016-W45,Singapore,1142,651714.0014,529.1204053653796,,,
2016-W45,Sint Maarten,67,97791.4153,944.8817917328042,,,
2016-W45,Slovakia,64,14545.94,228.83110179738563,,,
2016-W45,Slovenia,25,6504.1779,279.69034736842104,,,
2016-W45,South Africa,443,192549.8291,414.6800607034708,,,
2016-W45,South Korea,4108,1012654.8165,403.4231898914607,,,
2016-W45,Spain & Canary Islands,2896,1130578.2503,402.6190207810158,,,
2016-W45,Sri Lanka,63,38220.7936,671.7777847777778,,,
2016-W45,St. Barthelemy,1,5263.25,5263.25,,,
2016-W45,St. Kitts and Nevis,20,14521.33,1113.682962962963,,,
2016-W45,St. Lucia,56,69562.7174,1171.0888328282829,,,
2016-W45,St. Martin,21,44040.867,1729.294265934066,,,
2016-W45,St. Vincent and the Grenadines,5,1920.4,349.56666666666666,,,
2016-W45,Suriname,2,605.02,302.51,,,
2016-W45,Svalbard,3,1931.9047,643.9682333333334,,,
2016-W45,Swaziland,2,493.899,246.9495,,,
2016-W45,Sweden,1230,463626.561,393.9694709059616,,,
2016-W45,Switzerland,934,447106.89410000003,447.39177516628496,,,
2016-W45,"Taiwan, Republic of China",1669,467377.1176,306.65039377337536,,,
2016-W45,Tanzania,48,19179.7389,346.2857400641026,,,
2016-W45,Thailand,3542,1356865.3018,397.52150867152284,,,
2016-W45,Togo,1,99.94,99.94,,,
2016-W45,Tonga,1,518.79,518.79,,,
2016-W45,Trinidad and Tobago,80,40926.2505,538.8543868888889,,,
2016-W45,Tunisia,28,7149.2366,274.78505343137255,,,
2016-W45,Turkey,733,219431.3673,355.4854516446711,,,
2016-W45,Turks and Caicos,44,82804.368,2015.9348958333335,,,
2016-W45,U.S. Virgin Islands,161,118532.0388,703.1243321858142,,,
2016-W45,Uganda,11,4509.358200000001,450.73032222222224,,,
2016-W45,Ukraine,78,21461.822,305.6788660912698,,,
2016-W45,United Arab Emirates,1076,832311.9324,908.3255669642106,,,
2016-W45,United Kingdom,25534,7269079.4411,495.34903570697315,,,
2016-W45,United States of America,291729,72640684.35619995,567.6452492018074,,,
2016-W45,Uruguay,220,82967.0495,398.0563803687573,,,
2016-W45,Uzbekistan,5,1332.9461999999999,285.73654999999997,,,
2016-W45,Vanuatu,10,4905.8482,370.81,,,
2016-W45,Venezuela,18,9579.4761,489.6979454545454,,,
2016-W45,Vietnam,957,258689.5157,326.66369751733254,,,
2016-W45,Zambia,18,7292.7456,426.7072679487179,,,
2016-W45,Zimbabwe,21,9194.675,473.14612619047614,,,
2016-W46,Albania,4,1020.0806,255.02015,-0.19999999999999996,-0.1033459780861008,0.16183968015941907
2016-W46,Algeria,6,2297.4253,410.39416,0.0,-0.6275581829773171,-0.5281389119942632
2016-W46,American Samoa,2,477.49,238.745,1.0,2.435179856115108,0.717589928057554
2016-W46,Andorra,10,9723.078300000001,1118.076592857143,0.6666666666666667,16.11933433915729,10.811522906222367
2016-W46,Angola,3,2879.0122,959.6707333333334,-0.4,-0.7582649404018548,-0.513947859032398
2016-W46,Anguilla,5,19846.5,4608.3875,-0.16666666666666663,2.100356799180174,3.701198562011225
2016-W46,Antigua and Barbuda,17,25437.6037,1537.632464102564,-0.26086956521739135,-0.0012998615770934974,0.29525241747062414
2016-W46,Argentina,615,304395.3751,586.9975000288987,0.009852216748768461,0.03797612635891112,0.32091757239244934
2016-W46,Armenia,7,3493.1201,499.0171571428572,0.75,0.35930483968264726,-0.46539705101848305
2016-W46,Aruba,103,169765.2824,1713.2817277777779,0.21176470588235285,0.3118031510840116,0.16292164155399358
2016-W46,Australia,7806,2872966.444,453.01872863531753,0.14139494078081594,-0.835173587110914,-0.9228743772767721
2016-W46,Austria,643,256140.49790000002,369.80756327617854,0.13805309734513282,0.04689218259186845,-0.07070690816555758
2016-W46,Azerbaijan,4,4847.2826,1555.0946333333331,-0.33333333333333337,-0.1669389210032084,0.57604813018218
2016-W46,Bahamas,137,144463.3051,1089.494949685891,-0.08053691275167785,-0.012214622822253274,0.06827785729068303
2016-W46,Bahrain,35,22296.6755,558.4618929824561,-0.25531914893617025,-0.12283644807378002,-0.021528328995457424
2016-W46,Bangladesh,9,6198.6637,673.4323375,-0.47058823529411764,-0.29430133635771427,0.5133139786209162
2016-W46,Barbados,56,47649.0081,952.6908057471264,-0.18840579710144922,-0.21699137948721037,0.07292117935907294
2016-W46,Belarus,5,3393.0,706.5,0.6666666666666667,1.0041346721795628,0.25191966922622555
2016-W46,Belgium,1080,322079.0318,327.15417536269916,0.09201213346814963,0.05108603136342915,-0.0002692615742901916
2016-W46,Belize,59,29441.1829,493.3553243386243,-0.032786885245901676,-0.285458826011703,-0.17206439482469282
2016-W46,Benin,1,227.02,227.02,,,
2016-W46,Bermuda,26,37689.8924,1534.417983333333,-0.2777777777777778,0.1366780651866133,0.7650634422362954
2016-W46,Bolivia,45,16092.5812,361.51268985507244,0.022727272727272707,0.2916975877214758,0.2519876246983943
2016-W46,"Bonaire, Sint Eustatius and Saba",6,11468.3385,1911.38975,1.0,18.817063045188586,8.81067361742813
2016-W46,Bosnia and Herzegovina,3,840.5828,280.1942666666667,-0.5,-0.5598752357420037,-0.21450544520480497
2016-W46,Botswana,10,4618.6307,528.8791476190476,1.0,-0.22648478980693731,-0.5571240789642746
2016-W46,Brazil,5300,1523107.9194,502.1999878915791,0.04310175162369623,-0.0012812438666505166,-0.07109014789155721
2016-W46,British Virgin Islands,22,23084.4844,886.5144638888888,0.5714285714285714,0.5880515920471325,-0.23395685843853842
2016-W46,Brunei,7,1055.0025,148.414925,0.16666666666666674,-0.47374011812236705,-0.5558030190485174
2016-W46,Bulgaria,55,13572.2687,270.91678755411255,0.07843137254901955,-0.20601694445168872,0.033249488836572194
2016-W46,Cambodia,361,92886.1213,247.0219280380335,0.02556818181818188,0.2214916521597352,0.061751861617505455
2016-W46,Cameroon,4,1605.7526,401.43815,0.33333333333333326,0.3526022652418632,0.014451698931397416
2016-W46,Canada,4154,1404724.0726,423.4856112217163,-0.00383693045563549,0.07045625367752151,0.18863735783640667
2016-W46,Cape Verde,4,2708.4656,677.1164,0.33333333333333326,0.5280626903508767,0.14604701776315743
2016-W46,Cayman Islands,34,37886.6336,1105.6411625,-0.10526315789473684,-0.0794997609244339,-0.1552134624589967
2016-W46,Chile,400,175524.9005,396.44204208858116,0.08108108108108114,0.010525650933986164,-0.1531112327688492
2016-W46,China,2084,648797.141,379.54018362779175,0.04671019588146663,-0.08709032859021248,-0.02980954971029548
2016-W46,Colombia,509,171736.1464,455.158591986432,-0.08122743682310474,-0.25506177514336814,-0.16959724994655534
2016-W46,Cook Islands,6,6665.278200000001,1110.8797000000002,0.0,0.13081598583018628,0.13081598583018628
2016-W46,Costa Rica,649,244522.4885,379.4103610001324,0.2626459143968871,0.33103901655451007,0.07842572078088628
2016-W46,Cote d'ivoire,2,472.2516,236.1258,-0.5,-0.7737952030854757,-0.5475904061709513
2016-W46,Croatia,142,69855.7345,304.06179068770905,-0.0273972602739726,0.19237781295512812,-0.05956109233438989
2016-W46,Curacao,49,30931.3415,701.8640965000001,0.2250000000000001,-0.07675258651932049,-0.2358684837303422
2016-W46,Cyprus,66,23322.392200000002,351.7723567857143,0.04761904761904767,-0.18215790023199707,-0.2676850325341734
2016-W46,Czech Republic,658,222585.5768,311.2528437848169,0.09484193011647246,0.1912760118445085,0.0050848077943639325
2016-W46,Denmark,986,380026.2265,394.95975201442974,-0.015968063872255467,-0.12273667221849305,-0.17805091189990985
2016-W46,Dominica,4,1851.07,356.43,-0.19999999999999996,-0.9531423202002628,-0.932571229123599
2016-W46,Dominican Republic,487,386742.5294,1011.2971543965587,-0.016161616161616155,0.16456475610837829,0.09000997162145241
2016-W46,Ecuador,139,37748.920999999995,271.1719341457458,0.06106870229007644,-0.048605948985770864,-0.08677822056631435
2016-W46,Egypt,142,54256.3089,382.8349597070707,0.15447154471544722,-0.0265416913307982,-0.26265205388875945
2016-W46,El Salvador,42,16110.4429,315.60486875,0.6153846153846154,1.914899241705557,0.24916424538569681
2016-W46,Equatorial Guinea,2,337.85799999999995,168.92899999999997,,,
2016-W46,Estonia,75,25606.0403,273.64367579613094,0.20967741935483875,0.02543912801721171,-0.14639076602977052
2016-W46,Ethiopia,24,10664.3024,402.09368333333333,0.1428571428571428,-0.3654223706347032,-0.5495885030158835
2016-W46,Faroe Islands,2,2116.8194,1058.4097,1.0,10.572985461734268,4.786492730867134
2016-W46,Federated States of Micronesia,1,507.39,507.39,,,
2016-W46,Fiji,145,135521.7622,844.7433352872259,0.9333333333333333,1.9833589140045538,0.37869527570874295
2016-W46,Finland,287,88873.5448,311.7202102478707,0.03985507246376807,-0.13729475547017123,-0.14641330268709285
2016-W46,France,4083,1978792.6962000001,497.1054724300102,0.08532695374800636,0.056707398729395786,-0.0602615233210656
2016-W46,French Polynesia,51,56549.1618,1425.5032151515152,0.0625,-0.05036986131604115,0.46921772176297716
2016-W46,Gambia,2,866.2035,433.10175,-0.6,-0.8299838701234328,-0.5749596753085818
2016-W46,Georgia,9,4341.0251,511.4899375,0.5,0.3510107655733201,-0.06104164875298357
2016-W46,Germany,3605,1358676.2385,414.9095367196628,0.023275617371558255,-0.027895629060585514,0.07504122514290867
2016-W46,Ghana,15,9719.6466,796.42276,-0.4444444444444444,-0.5178377164106844,0.091455523459818
2016-W46,Gibraltar,9,4977.1720000000005,644.6135214285714,0.5,0.710831426402555,0.3294598663787589
2016-W46,Greece,416,152298.7926,346.61326643035744,-0.0897155361050328,-0.2521106946585785,-0.12842551160821292
2016-W46,Grenada,17,14106.664999999999,928.6830066666668,0.1333333333333333,0.2949678559075142,0.21385152756997838
2016-W46,Guadeloupe,2,194.7601,97.38005,-0.7777777777777778,-0.9567062863813666,-0.8188106236364875
2016-W46,Guam,153,74932.8127,486.87636490476194,-0.15000000000000002,-0.2108538532731583,-0.03080069410257813
2016-W46,Guatemala,127,45221.1195,454.73260021538914,0.22115384615384626,0.4990903942256866,0.35550183232017396
2016-W46,Haiti,32,11668.720000000001,384.85761904761904,0.7777777777777777,0.6353999123150096,-0.08091000444711782
2016-W46,Honduras,26,9898.75,439.6361111111111,-0.21212121212121215,-0.5557983147588259,-0.2042109946278744
2016-W46,Hong Kong,2975,1102868.7574,470.59163223213807,0.024801929038925197,0.10642297357954367,-0.02704349632676528
2016-W46,Hungary,366,100351.7668,260.0618663573974,0.008264462809917328,-0.12089228757130799,-0.17087957817365684
2016-W46,Iceland,256,104248.0705,411.2198020501262,0.007874015748031482,0.027153514099683473,0.14560982560963698
2016-W46,India,1045,388959.8587,321.27718816385647,0.07621009268795054,0.12611943332490294,0.08806594641867727
2016-W46,Indonesia,1089,448865.1556,382.1333801348927,0.08574277168494526,0.23255073085912303,0.05012277871409032
2016-W46,Ireland,1458,387537.7363,284.4874460525725,-0.010183299389002087,-0.01911016632205287,-0.004378394637220118
2016-W46,Israel,274,184052.3906,723.7161257262104,0.1561181434599157,0.001943964885493532,0.16107623666573234
2016-W46,Italy,3576,1519083.0221,356.9576132091469,-0.02614379084967322,0.008745906160007921,-0.002030920603739772
2016-W46,Jamaica,204,141804.67119999998,1082.508765174857,0.17241379310344818,-0.03390526217650658,0.1662628019117145
2016-W46,Japan,5456,1667382.9786,345.5371802434887,0.11188098634603638,0.007780592435306266,-0.20439553078223427
2016-W46,Jordan,66,20725.6281,303.1217405453149,0.6923076923076923,0.2547125043740315,-0.2574711695565818
2016-W46,Kazakhstan,8,3948.7442,462.59460000000007,-0.33333333333333337,-0.4605034821844496,-0.43816994292783074
2016-W46,Kenya,60,24030.9484,438.47812003968255,0.4285714285714286,0.05559646702862975,-0.41603559552145797
2016-W46,Kuwait,22,9426.141599999999,462.0957375,-0.04347826086956519,-0.41458452251182154,-0.23343042858220564
2016-W46,Kyrgyzstan,1,85.0,85.0,-0.5,-0.8852195143029988,-0.7704390286059978
2016-W46,Laos,40,10864.534800000001,246.08375719696969,-0.09090909090909094,0.03033088285849206,-0.05363498825569257
2016-W46,Latvia,138,34853.936,233.8353390327381,-0.2068965517241379,-0.3008095023545324,-0.26248105621050144
2016-W46,Lebanon,34,16184.8857,436.76191574074073,0.0,-0.247283829981233,-0.20177712599595965
2016-W46,Liechtenstein,3,473.3288,168.87650000000002,-0.25,-0.7675215602897351,-0.6682209472676874
2016-W46,Lithuania,90,28574.7522,252.16346419191922,0.4516129032258065,0.3176323530753751,-0.28798625664519073
2016-W46,Luxembourg,69,24237.2499,386.1332143817204,0.014705882352941124,-0.18716864854238346,0.21386733769445754
2016-W46,Macau,489,167796.1352,412.9301375931016,0.08185840707964598,0.05788978017819457,0.16825794821025952
2016-W46,Macedonia,1,109.6026,109.6026,-0.8,-0.8835185655949211,-0.41759282797460595
2016-W46,Madagascar,2,972.8931,486.44655,0.0,3.9420557756781465,3.9420557756781465
2016-W46,Malawi,14,10964.4463,543.2976477777778,1.3333333333333335,2.7192591607876055,-0.03487175031841516
2016-W46,Malaysia,936,287614.8936,306.6742494377185,0.06484641638225264,0.046323310276140006,-0.07736048637555981
2016-W46,Maldives,47,105345.4557,2582.9659183333333,0.09302325581395343,0.028683649999954763,-0.0024397930535310364
2016-W46,Malta,66,32910.1492,560.8401417291043,-0.27472527472527475,-0.08472874045659862,0.32908312770128134
2016-W46,Martinique,3,2831.5712000000003,943.8570666666668,0.0,0.5314920446356914,0.5314920446356914
2016-W46,Mauritius,21,35077.8423,1462.4895844444443,0.16666666666666674,0.51363654445778,0.15981884428052284
2016-W46,Mexico,2932,1604080.3988,761.2466748474557,0.06039783001808319,0.024639026614036608,0.042415310811204865
2016-W46,Monaco,11,4252.6206,435.90205833333334,-0.5925925925925926,-0.8760868694496031,-0.7135843609488234
2016-W46,Mongolia,3,1281.3608,427.1202666666666,-0.25,-0.2210253951423059,0.03863280647692546
2016-W46,Montenegro,5,598.2651999999999,119.65303999999999,-0.16666666666666663,-0.8536879256072201,-0.8274018140336921
2016-W46,Morocco,227,74597.5692,328.1973645425565,0.0861244019138756,-0.07190055123700101,-0.08490202257632373
2016-W46,Mozambique,14,12207.9829,849.8364833333334,-0.33333333333333337,-0.2258152703611217,0.13886200880755384
2016-W46,Myanmar,97,24584.1469,248.547051838978,0.11494252873563227,-0.10210516767054012,-0.29483649278889745
2016-W46,Namibia,9,3055.1246,296.6156571428572,-0.25,-0.1552901563658663,-0.10906055862841868
2016-W46,Nepal,46,10311.0682,232.49768965517242,0.2432432432432432,0.1408077992102157,-0.14956460508034097
2016-W46,Netherlands,1877,728799.2058,378.9844755726249,0.05925507900677207,0.03572756488553952,-0.18433356350219599
2016-W46,New Caledonia,14,6021.578399999999,365.49278846153845,0.3999999999999999,0.4044117756814041,-0.12015027200281359
2016-W46,New Zealand,1518,393743.3072,233.05176669808245,0.24426229508196728,0.09398003347673023,-0.29578748039495284
2016-W46,Nicaragua,69,19997.8509,246.82163031688313,0.18965517241379315,0.3537118167311539,-0.1958013219454161
2016-W46,Niger,1,382.8,382.8,0.0,-0.5406987905548091,-0.5406987905548091
2016-W46,Nigeria,27,21230.5495,762.9242033333334,-0.18181818181818177,-0.24248158977297973,-0.06115056809476482
2016-W46,Northern Mariana Islands,36,12765.4053,356.62831542406315,0.33333333333333326,-0.07811067232947522,-0.24956291388351304
2016-W46,Norway,4073,1085518.9533,376.0685010879548,0.0494717856222624,0.056006167294425646,-0.0010319901068110982
2016-W46,Oman,48,33383.4406,913.3409489035089,-0.040000000000000036,-0.4209071029902005,-0.1450747678471903
2016-W46,Pakistan,2,2285.5052,1142.7526,-0.5,-0.385658168133862,0.228683663732276
2016-W46,Palau,10,2704.3112,299.5842333333333,-0.33333333333333337,-0.5086346612176935,-0.18678972261831395
2016-W46,Panama,291,109757.08469999999,446.466701313914,0.03558718861209975,0.0698952377857951,0.3080388572462136
2016-W46,Papua New Guinea,4,4150.9813,1037.745325,1.0,8.69131086367923,3.8456554318396146
2016-W46,Paraguay,21,12277.0746,503.9317644444444,-0.27586206896551724,0.06669694792115144,0.4984841462756555
2016-W46,Peru,494,147250.0844,276.75255143471134,0.09534368070953447,0.13603571317125351,-0.2427558873392166
2016-W46,Philippines,1396,367838.35980000003,280.33311800107595,0.08469308469308467,0.07882126593587757,0.0038281258848609223
2016-W46,Poland,738,219813.9803,262.9830782945355,0.01933701657458564,0.05916774987708617,0.009824326968406849
2016-W46,Portugal,660,228748.2263,291.94894891327374,0.049284578696343395,-0.0320303386412325,-0.19644654668294503
2016-W46,Puerto Rico,939,462283.1247,500.8782176556877,0.1112426035502958,0.36605474023653595,0.08193501092178601
2016-W46,Qatar,74,44959.6377,468.47715819841267,-0.11904761904761907,-0.18920825288198218,-0.1660518588837182
2016-W46,Romania,106,27891.2254,278.96906232947237,0.0,-0.024347190929856932,0.06815812645358132
2016-W46,Russia,229,92953.2452,374.83065835187153,0.1624365482233503,-0.036233621753638534,-0.24301467195402549
2016-W46,Rwanda,8,5472.8343,684.1042875,0.6000000000000001,2.992569568782866,1.495355980489291
2016-W46,Samoa,13,11188.7317,961.5532185185184,3.333333333333333,7.001324194055895,1.0628877081406474
2016-W46,San Marino,2,244.24,122.12,0.0,-0.2739712263834052,-0.2739712263834052
2016-W46,Sao Tome and Principe,2,939.6,469.8,,,
2016-W46,Saudi Arabia,118,81025.8851,803.4006017247387,0.10280373831775691,-0.020009336617694773,0.09598537658237993
2016-W46,Senegal,2,552.6008999999999,276.30044999999996,-0.5,-0.6162285074250913,-0.3498745124164826
2016-W46,Serbia,38,8998.5231,269.270241017316,0.40740740740740744,0.1581270891698039,-0.2084043962877613
2016-W46,Seychelles,16,21345.562700000002,1404.0644847222222,0.33333333333333326,0.13907022280725534,-0.2686704902690388
2016-W46,Sierra Leone,2,8390.0,4195.0,1.0,5.847861573620633,2.4239307868103164
2016-W46,Singapore,1272,696269.0906,524.9586185674957,0.11383537653239939,0.068366015007024,-0.007865481572214228
2016-W46,Sint Maarten,58,65374.545,1280.9340448412697,-0.13432835820895528,-0.3314899390764825,0.35565533810550454
2016-W46,Slovakia,58,12523.7387,197.1910379166667,-0.09375,-0.13902169952577836,-0.13826819707722282
2016-W46,Slovenia,35,12267.2485,316.0561735507246,0.3999999999999999,0.8860567297828679,0.13002174198883187
2016-W46,Solomon Islands,1,682.4886,682.4886,,,
2016-W46,South Africa,409,175425.3678,439.6534107913726,-0.07674943566591419,-0.08893521941848348,0.06022317553811618
2016-W46,South Korea,4726,1167685.6775,359.2076527111902,0.15043816942551125,0.15309349096449987,-0.10960088137760882
2016-W46,Spain & Canary Islands,3031,1173041.8156,374.88659376861807,0.046616022099447596,0.03755915637748419,-0.06888007168315424
