Week,Property Country,Net Orders,Net Gross Booking Value USD,Booking value per order,Net Order Percent Change,Net Gross Booking Value USD Percent Change,Booking value per order Percent Change
2016-W46,Sri Lanka,80,25697.4213,331.79576194444445,0.26984126984126977,-0.3276586151261913,-0.5060929827350549
2016-W46,St. Barthelemy,2,1140.2,570.1,1.0,-0.7833657910986558,-0.8916828955493279
2016-W46,St. Kitts and Nevis,10,16599.3348,2257.070685714286,-0.5,0.14310017057666213,1.026672545756945
2016-W46,St. Lucia,31,69591.6366,1840.4737921568628,-0.4464285714285714,0.00041572844018888944,0.5715919583247637
2016-W46,St. Martin,25,22355.9759,1114.3990775,0.19047619047619047,-0.49238111275148144,-0.3555757979119504
2016-W46,St. Vincent and the Grenadines,8,5047.82,660.3286666666667,0.6000000000000001,1.6285253072276604,0.8889920854391151
2016-W46,Suriname,1,822.8,822.8,-0.5,0.3599550428085021,1.7199100856170042
2016-W46,Svalbard,5,2900.0454999999997,551.0337666666666,0.6666666666666667,0.5011327939727046,-0.14431529671209997
2016-W46,Swaziland,2,624.1871,312.09355,0.0,0.263795026918459,0.263795026918459
2016-W46,Sweden,1366,503743.8212,387.9836893823654,0.11056910569105693,0.08652925344369988,-0.015193516162131715
2016-W46,Switzerland,1042,534074.5738,571.1868903366274,0.11563169164882225,0.19451205259328597,0.2767040478657228
2016-W46,"Taiwan, Republic of China",1966,557136.9875,311.4121906275279,0.1779508687837028,0.19205020211712664,0.015528422434283984
2016-W46,Tanzania,63,35747.7068,500.12813018433184,0.3125,0.8638265612677345,0.44426429483278973
2016-W46,Thailand,3792,1336357.4471,382.4218430174303,0.0705815923207227,-0.015114141892194177,-0.03798452492433446
2016-W46,Tonga,1,565.8320000000001,565.8320000000001,0.0,0.09067638158021585,0.09067638158021585
2016-W46,Trinidad and Tobago,88,53224.1358,798.5877005504784,0.10000000000000009,0.30048893191424897,0.48201020531943106
2016-W46,Tunisia,32,19593.1759,583.2032555555555,0.1428571428571428,1.7405969331047175,1.1223980281053034
2016-W46,Turkey,744,240569.3659,405.10839950936975,0.01500682128240105,0.09633079746115225,0.1395920638527275
2016-W46,Turks and Caicos,56,108793.613,1713.3235911904762,0.2727272727272727,0.31386321310972387,-0.1501096614123374
2016-W46,U.S. Virgin Islands,141,84918.8183,728.4962849016102,-0.12422360248447206,-0.2835791979982377,0.03608458924600422
2016-W46,Uganda,13,5121.4379,433.2210037037037,0.18181818181818188,0.13573543569903124,-0.038846551153232545
2016-W46,Ukraine,89,22864.1582,239.2765987766831,0.14102564102564097,0.06534096685733393,-0.2172288459574444
2016-W46,United Arab Emirates,1116,813380.3701000001,885.137647903965,0.037174721189590976,-0.022745753800994084,-0.025528202555988644
2016-W46,United Kingdom,28327,7833632.2838,440.58520749190046,0.10938356700869423,0.0776649708225734,-0.11055604082667192
2016-W46,United States of America,292357,72393288.97039998,584.2850168155509,0.002152682798076233,-0.0034057413967474304,0.029313673702266563
2016-W46,Uruguay,260,96690.8066,362.3313987523082,0.18181818181818188,0.16541213870694538,-0.08974854663390563
2016-W46,Uzbekistan,7,1102.78,157.13,0.3999999999999999,-0.1726747861241511,-0.45008785190414036
2016-W46,Vanuatu,21,16431.8195,732.2692858974359,1.1,2.349434966210328,0.9747830044967394
2016-W46,Venezuela,13,5519.2973,471.48623,-0.2777777777777778,-0.42384142489796495,-0.037189691367075284
2016-W46,Vietnam,1109,270941.8078,274.2398224428861,0.15882967607105547,0.047362924882541124,-0.16048270889257554
2016-W46,Zambia,18,7986.9231,387.54713076923076,0.0,0.09518740102493073,-0.09177283847950168
2016-W46,Zimbabwe,28,16031.383,583.3476371212121,0.33333333333333326,0.7435508052215005,0.2329122121700975
2016-W47,Albania,9,1483.6828,175.70285,1.25,0.4544760482652057,-0.3110236583266067
2016-W47,Algeria,14,13163.556,1006.4429333333334,1.3333333333333335,4.729699242016705,1.4523812262175793
2016-W47,American Samoa,2,1578.25,789.125,0.0,2.305304823137657,2.305304823137657
2016-W47,Andorra,8,2031.7974,268.3271142857143,-0.19999999999999996,-0.7910335248457271,-0.7600100780215524
2016-W47,Angola,3,9721.497599999999,3240.4991999999997,0.0,2.3766781537084136,2.376678153708414
2016-W47,Anguilla,3,6994.150799999999,2331.3835999999997,-0.4,-0.6475876955634495,-0.4940999210678356
2016-W47,Antigua and Barbuda,28,39329.2555,1317.0031770833332,0.6470588235294117,0.5461069353792944,-0.14348636112336544
2016-W47,Argentina,550,247422.4723,385.9608435542711,-0.10569105691056913,-0.18716743899700605,-0.34248298581293835
2016-W47,Armenia,5,2203.6477999999997,355.9715111111111,-0.2857142857142857,-0.36914628271727623,-0.2866547652404572
2016-W47,Aruba,109,132273.32679999998,1186.6262647327671,0.058252427184465994,-0.22084583532021396,-0.3073957157811472
2016-W47,Australia,6942,2408572.7511,426.431554381723,-0.11068408916218297,-0.16164257465305787,-0.058688907484435004
2016-W47,Austria,568,255774.6841,443.4501671972313,-0.1166407465007776,-0.0014281763446201134,0.19913763598732892
2016-W47,Azerbaijan,6,2800.5564,529.4912400000001,0.5,-0.42224197945463293,-0.6595118852252485
2016-W47,Bahamas,119,116136.8032,1082.7359813780665,-0.13138686131386856,-0.19608094858685332,-0.0062037628625751795
2016-W47,Bahrain,30,12364.973,408.53962675438595,-0.1428571428571429,-0.4454342307668244,-0.2684556781975094
2016-W47,Bangladesh,9,8424.039499999999,936.0043888888888,0.0,0.3590089586566858,0.3899011626968223
2016-W47,Barbados,73,66525.857,986.4142215949821,0.3035714285714286,0.3961645719966205,0.035398070018539673
2016-W47,Belarus,4,2924.0,880.1666666666666,-0.19999999999999996,-0.1382257589154141,0.24581269167256425
2016-W47,Belgium,938,273893.2368,287.676151882168,-0.13148148148148153,-0.14960860609492177,-0.12067100606851144
2016-W47,Belize,76,57534.9914,764.8175180814355,0.2881355932203389,0.9542350453588602,0.5502366759834292
2016-W47,Bermuda,25,36347.9043,1596.6452666666667,-0.038461538461538436,-0.035606047524826434,0.04055432353455113
2016-W47,Bolivia,38,5185.6463,145.05694420289856,-0.15555555555555556,-0.6777616818860606,-0.5987500625191035
2016-W47,"Bonaire, Sint Eustatius and Saba",7,5811.297199999999,997.61644,0.16666666666666674,-0.49327470583467703,-0.47806749513017954
2016-W47,Bosnia and Herzegovina,9,2271.5213,231.27816428571427,2.0,1.702317130448065,-0.17457924090625843
2016-W47,Botswana,13,8796.2937,707.8160592592593,0.30000000000000004,0.9045241482502597,0.33833232496642185
2016-W47,Brazil,5067,1449736.7648,542.9793004906256,-0.0439622641509434,-0.04817199993871957,0.08120134126297596
2016-W47,British Virgin Islands,8,5548.25,725.85,-0.6363636363636364,-0.7596545842713299,-0.1812316329099687
2016-W47,Brunei,9,1364.416,157.49011875,0.2857142857142858,0.2932822434070059,0.061147446929612936
2016-W47,Bulgaria,54,14988.572400000001,244.43398708074537,-0.018181818181818188,0.10435276012476824,-0.09775252656898403
2016-W47,Burundi,2,270.01,135.005,1.0,-0.24996847206458261,-0.6249842360322913
2016-W47,Cambodia,337,81238.208,232.2981521793577,-0.06648199445983383,-0.1253999320563728,-0.05960513698366421
2016-W47,Cameroon,7,2645.527,446.66249,0.75,0.6475308836491998,0.11265581011670167
2016-W47,Canada,3509,1130100.2399,384.4796493594874,-0.1552720269619644,-0.1955001968405793,-0.0921069354628139
2016-W47,Cape Verde,4,1385.8226,338.7408666666667,0.0,-0.4883366434486006,-0.4997302285594224
2016-W47,Cayman Islands,51,81598.4402,1242.7422146153845,0.5,1.1537527208540372,0.1240014000612828
2016-W47,Chile,309,114595.05750000001,326.79444262735836,-0.22750000000000004,-0.3471293407740743,-0.17568166860986134
2016-W47,China,1784,556887.2714,307.8324673051662,-0.14395393474088292,-0.1416619522372402,-0.18893313387061028
2016-W47,Cocos Islands,1,988.7493,988.7493,,,
2016-W47,Colombia,447,184104.0691,501.67804068705243,-0.12180746561886047,0.07201700375407971,0.10220492267892234
2016-W47,Cook Islands,8,10323.1588,1132.8198,0.33333333333333326,0.5487963878236917,0.019750203374856667
2016-W47,Costa Rica,470,152248.2809,389.3549133238729,-0.27580893682588603,-0.3773649130026746,0.026210544955932225
2016-W47,Cote d'ivoire,6,3185.6416,578.9087333333333,2.0,5.745644906232187,1.4516962285922728
2016-W47,Croatia,138,62391.845199999996,385.3167053161663,-0.028169014084507005,-0.10684719520056019,0.26723158620055365
2016-W47,Curacao,55,40909.241,673.0726436666666,0.12244897959183665,0.3225821776918405,-0.04102140710275448
2016-W47,Cyprus,60,49124.3844,782.8228319892473,-0.09090909090909094,1.1063184247454685,1.2253676756815541
2016-W47,Czech Republic,561,191035.8184,379.47362415056006,-0.14741641337386013,-0.1417421508328388,0.21918122750681523
2016-W47,Denmark,883,391746.277,446.58790659083394,-0.10446247464503045,0.03084010966279993,0.13071750808299565
2016-W47,Djibouti,2,1676.74,838.37,1.0,0.22416676948731062,-0.3879166152563447
2016-W47,Dominica,8,24058.1336,2096.4461333333334,1.0,11.996879426493866,4.881789224625686
2016-W47,Dominican Republic,477,383650.9648,1212.399426821284,-0.02053388090349073,-0.007993857321035525,0.19885576810974315
2016-W47,Ecuador,150,53064.6945,390.3353416276066,0.07913669064748197,0.40572745112370234,0.4394385719055074
2016-W47,Egypt,120,54044.179000000004,439.198039317798,-0.15492957746478875,-0.003909773891751067,0.14722552938700795
2016-W47,El Salvador,25,6335.03,215.83075,-0.40476190476190477,-0.6067749323018301,-0.3161361836563873
2016-W47,Estonia,66,25237.404000000002,460.20619344636845,-0.12,-0.014396458635582143,0.6817717131867125
2016-W47,Ethiopia,25,9166.249899999999,437.15420735294117,0.04166666666666674,-0.1404735578390952,0.08719491370508026
2016-W47,Faroe Islands,1,1294.704,1294.704,-0.5,-0.3883729523642877,0.2232540952714246
2016-W47,Fiji,124,66297.3057,561.3864004987189,-0.1448275862068965,-0.5107995599838799,-0.3354355375791882
2016-W47,Finland,240,75821.2471,288.07371927250443,-0.16376306620209058,-0.14686370088391043,-0.07585806180665433
2016-W47,France,3666,1692347.4109,505.0232573006876,-0.10213078618662752,-0.14475760187010944,0.015927776517874026
2016-W47,French Guiana,1,2850.74,2850.74,,,
2016-W47,French Polynesia,42,73317.8557,1987.4478587500003,-0.17647058823529416,0.29653302305888474,0.39420791031941427
2016-W47,Gabon,1,1415.9394,1415.9394,-0.5,0.04130525846361488,1.0826105169272298
2016-W47,Gambia,2,1635.9669,817.98345,0.0,0.888663460722567,0.888663460722567
2016-W47,Georgia,6,2662.5222,443.7537,-0.33333333333333337,-0.3866604917810772,-0.13242926699804336
2016-W47,Germany,3203,1201926.3165,315.5944023850382,-0.11151178918169213,-0.11536959104624833,-0.2393657545686343
2016-W47,Ghana,37,21364.0887,617.0364111111112,1.4666666666666668,1.198031428426626,-0.2252401085183563
2016-W47,Gibraltar,9,5183.1238,568.8527928571428,0.0,0.04137928124645884,-0.11752891624663742
2016-W47,Greece,379,151982.8041,313.6162595859731,-0.08894230769230771,-0.0020747932048935658,-0.09519833785996812
2016-W47,Greenland,1,1287.3366,1287.3366,,,
2016-W47,Grenada,19,14544.9229,731.5597750000001,0.11764705882352944,0.03106743514501842,-0.21226105167381437
2016-W47,Guadeloupe,5,1802.4699999999998,360.49399999999997,1.5,8.254821701159528,2.7019286804638116
2016-W47,Guam,160,77541.7307,456.3514328786813,0.045751633986928164,0.034816763257573546,-0.0626954484267308
2016-W47,Guatemala,86,24702.8351,330.05358782051286,-0.3228346456692913,-0.45373234070421453,-0.27418094136162807
2016-W47,Guyana,2,7433.28,3716.64,1.0,4.721428571428571,1.8607142857142853
2016-W47,Haiti,43,15182.8754,281.2368622222222,0.34375,0.3011603157844218,-0.26924439506178954
2016-W47,Honduras,14,6485.28,415.4712037037037,-0.46153846153846156,-0.34483848970829656,-0.054965701853595283
2016-W47,Hong Kong,2603,934492.3197,513.7241823420569,-0.12504201680672267,-0.15267132790754312,0.091656007365303
2016-W47,Hungary,314,109526.8069,304.3652692026761,-0.14207650273224048,0.09142878488911665,0.17035716718418636
2016-W47,Iceland,226,91360.9024,419.39105933676205,-0.1171875,-0.12362020743587765,0.019870777734676937
2016-W47,India,992,332703.6789,299.0399818990669,-0.05071770334928227,-0.14463235354934068,-0.06921501769820093
2016-W47,Indonesia,921,402195.9547,528.0234696566531,-0.15426997245179064,-0.10397153870769293,0.38177792651942966
2016-W47,Ireland,1285,349980.5966,341.9466007871086,-0.11865569272976684,-0.0969122131397453,0.20197430688705253
2016-W47,Israel,257,208717.37069999997,654.9138635317895,-0.062043795620437936,0.13401064783561667,-0.095068024255203
2016-W47,Italy,3415,1419932.4927,418.5461941193311,-0.04502237136465326,-0.06526998719459909,0.17253751882887713
2016-W47,Jamaica,173,242285.8388,1609.0238695740668,-0.1519607843137255,0.7085885588231597,0.48638414887491654
2016-W47,Japan,4896,1547734.4963,379.00444626205785,-0.1026392961876833,-0.07175824860612501,0.09685575947278924
2016-W47,Jordan,41,14341.9676,372.7355934027778,-0.3787878787878788,-0.308008059837762,0.22965641702976458
2016-W47,Kazakhstan,14,6801.2814,484.7423033333333,0.75,0.7223909819228098,0.04787713331139898
2016-W47,Kenya,51,18606.8419,398.138088172043,-0.15000000000000002,-0.22571337633932087,-0.09200010222628385
2016-W47,Kuwait,22,13583.0068,599.7527476190477,0.0,0.44099329040420954,0.2978971649117359
2016-W47,Laos,37,9752.2317,241.75730108695652,-0.07499999999999996,-0.10237926616057236,-0.01758123396397182
2016-W47,Latvia,134,27744.8045,212.43155513459888,-0.02898550724637683,-0.2039692590242893,-0.09153357224222891
2016-W47,Lebanon,34,14733.079899999999,498.4400004761905,0.0,-0.08970133165660865,0.14121671902378385
2016-W47,Lesotho,1,932.94,932.94,-0.5,1.0460848291584748,3.0921696583169496
2016-W47,Liechtenstein,5,2249.157,449.83140000000003,0.6666666666666667,3.751785650904826,1.6636707890085356
2016-W47,Lithuania,81,28757.683100000002,354.7778011329816,-0.09999999999999998,0.006401836793531457,0.40693578377779427
2016-W47,Luxembourg,50,19857.5114,354.5292710033445,-0.2753623188405797,-0.1807027826205645,-0.0818472542668478
2016-W47,Macau,408,150191.8114,436.54902066191664,-0.16564417177914115,-0.1049149539649229,0.057198254422613504
2016-W47,Macedonia,7,736.4355,105.75072666666668,6.0,5.7191426115803825,-0.03514399597576445
2016-W47,Madagascar,4,1566.0351999999998,345.2408666666667,1.0,0.6096683181327935,-0.290279956417274
2016-W47,Malawi,9,5217.0396,577.4996333333333,-0.3571428571428571,-0.5241857675932071,0.06295257433094026
2016-W47,Malaysia,805,240642.5258,316.28479811974535,-0.1399572649572649,-0.16331688255799004,0.03133797082620271
2016-W47,Maldives,60,107348.8635,1483.1342354166668,0.27659574468085113,0.01901750565971505,-0.4258018563506003
2016-W47,Malta,88,42491.8945,381.9455336870748,0.33333333333333326,0.2911486435922934,-0.3189761123205027
2016-W47,Martinique,10,5081.617,517.5609738095238,2.3333333333333335,0.7946280142982101,-0.45165323004112656
2016-W47,Mauritius,35,52830.9755,1760.3865448245615,0.6666666666666667,0.5061067624447357,0.20369167996042803
2016-W47,Mexico,2623,1391212.0927000002,755.519591899816,-0.10538881309686221,-0.1327042623669269,-0.007523294533650748
2016-W47,Moldova,8,2669.4679,311.75897499999996,1.0,-0.051433328304098636,-0.5568792218298251
2016-W47,Monaco,16,10734.3821,632.6770041666667,0.4545454545454546,1.5241805252977425,0.45142008869079486
2016-W47,Mongolia,3,967.2393,317.41004999999996,0.0,-0.24514680018305535,-0.25686024576372246
2016-W47,Montenegro,8,3492.2639999999997,436.53299999999996,0.6000000000000001,4.8373176310438915,2.648323519402432
2016-W47,Morocco,189,75451.7177,432.1093973084158,-0.1674008810572687,0.01145008489096977,0.3166144643199451
2016-W47,Mozambique,12,9275.7037,790.63423,-0.1428571428571429,-0.24019358677181635,-0.06966311107417156
2016-W47,Myanmar,73,18146.381100000002,260.4072790598291,-0.24742268041237114,-0.26186655270921755,0.04771823738442382
2016-W47,Namibia,11,5619.6413,491.3526625,0.22222222222222232,0.8394147656039954,0.6565297571710884
2016-W47,Nepal,52,6468.9397,131.2342653508772,0.13043478260869557,-0.3726217716220711,-0.4355459379165594
2016-W47,Netherlands,1550,593890.3013,384.2659276437544,-0.17421417155034624,-0.18511121228776717,0.013935800571117207
2016-W47,New Caledonia,17,8898.986,490.89203333333336,0.2142857142857142,0.4778493957663994,0.34309635875343925
2016-W47,New Zealand,1307,336936.7401,276.13668248928747,-0.13899868247694336,-0.1442730988977684,0.18487272764175766
2016-W47,Nicaragua,42,10246.374,251.1478469387755,-0.3913043478260869,-0.48762624287792844,0.017527704587066095
2016-W47,Nigeria,27,23968.5895,939.7988020833334,0.0,0.12896698693550057,0.23183770809368442
2016-W47,Northern Mariana Islands,37,16002.9894,398.8844429487179,0.02777777777777768,0.2536217240199965,0.11848786452755
2016-W47,Norway,3525,967997.6773,333.20312635890866,-0.13454456174809726,-0.10826275823442133,-0.11398289036448928
2016-W47,Oman,30,26080.0938,965.1867851851852,-0.375,-0.218771542679157,0.05676504085787304
2016-W47,Pakistan,6,4855.3898,830.16013,2.0,1.1244273694936244,-0.27354343363559186
2016-W47,Palau,16,7589.327,501.86472727272735,0.6000000000000001,1.8063807893115258,0.675204070950977
2016-W47,Panama,261,97822.32660000001,566.9950839103032,-0.1030927835051546,-0.1087379291516476,0.269960519433329
2016-W47,Papua New Guinea,5,2250.1017,485.77088749999996,0.25,-0.4579349947926771,-0.531897782820655
2016-W47,Paraguay,9,5987.13,533.4527777777778,-0.5714285714285714,-0.512332522602738,0.058581370368423924
2016-W47,Peru,402,107355.6148,220.6904081658804,-0.18623481781376516,-0.27093002875046224,-0.20257136918232366
2016-W47,Philippines,1209,320927.0077,329.2934623321301,-0.1339541547277937,-0.12753251761318884,0.17465058955633728
2016-W47,Poland,655,190866.6271,255.4129183003282,-0.11246612466124661,-0.13169022807599828,-0.0287857304101099
2016-W47,Portugal,566,155196.0872,284.5216123971307,-0.14242424242424245,-0.32154189909886965,-0.025440531790883125
2016-W47,Puerto Rico,814,361938.6202,570.328048895156,-0.13312034078807244,-0.21706287584068495,0.13865612197016985
2016-W47,Qatar,79,50183.6807,714.0623736904762,0.06756756756756754,0.11619406354780293,0.5242202553407131
2016-W47,Republic of the Congo,5,6569.1942,1283.3784666666668,,,
2016-W47,Romania,102,21356.0452,225.17826143304973,-0.037735849056603765,-0.23430954023267836,-0.19281995088363524
2016-W47,Russia,213,86806.374,377.2783615782214,-0.06986899563318782,-0.06612863474292141,0.0065301574772789195
2016-W47,Rwanda,2,1189.3213,594.66065,-0.75,-0.7826864043736899,-0.13074561749475955
2016-W47,Samoa,9,1782.8054,185.0602375,-0.3076923076923077,-0.8406606353783602,-0.8075403067288096
2016-W47,San Marino,1,133.3244,133.3244,-0.5,-0.45412545037667873,0.09174909924664254
2016-W47,Saudi Arabia,107,99223.5448,893.0815135786436,-0.09322033898305082,0.22459069317837055,0.11162664262558186
2016-W47,Senegal,5,1180.6814,206.34275,1.5,1.1365897160138538,-0.2531943035199543
2016-W47,Serbia,24,7668.4688,277.09949953703705,-0.368421052631579,-0.1478080664148098,0.02907584027905097
2016-W47,Seychelles,19,17292.4567,1196.288476060606,0.1875,-0.18988049445986277,-0.14798181345832018
2016-W47,Singapore,1029,547947.9324,532.7389233486745,-0.1910377358490566,-0.21302275255704128,0.01482079635611977
2016-W47,Sint Maarten,57,40107.035800000005,659.0360585526316,-0.017241379310344862,-0.3865037867567567,-0.48550351893075194
2016-W47,Slovakia,43,8221.225199999999,183.9036583333333,-0.2586206896551724,-0.34354864813651864,-0.06738328335666377
2016-W47,Slovenia,42,10702.9004,286.70615125,0.19999999999999996,-0.12752232906996208,-0.09286330961674494
2016-W47,South Africa,369,179739.7441,552.4502673793393,-0.097799511002445,0.02459379936953443,0.25655858414684696
2016-W47,South Korea,3986,923923.7129,355.7946629056399,-0.1565806178586543,-0.20875649097785565,-0.00950143957064975
2016-W47,Spain & Canary Islands,2737,1086098.2212,389.6923213065804,-0.0969976905311778,-0.07411806914617891,0.03949388370793683
2016-W47,Sri Lanka,68,33350.768,567.6042593902439,-0.15000000000000002,0.29782547480746624,0.7107037656655872
2016-W47,St. Barthelemy,5,15044.8562,3008.97124,1.5,12.1949273811612,4.27797095246448
2016-W47,St. Kitts and Nevis,17,29654.8203,1751.7925249999998,0.7,0.7865065472382664,-0.22386457097349732
2016-W47,St. Lucia,38,60268.7478,2013.572853968254,0.22580645161290325,-0.13396564954473278,0.09405135924730312
2016-W47,St. Martin,20,18920.2124,1175.9660585714287,-0.19999999999999996,-0.15368434441727952,0.055246798309942724
2016-W47,St. Vincent and the Grenadines,4,3456.6227999999996,952.5513999999998,-0.5,-0.31522463162315617,0.4425413405243648
2016-W47,Suriname,4,3861.57,965.3925,3.0,3.6932061254253776,0.1733015313563444
2016-W47,Svalbard,4,1990.3515,497.587875,-0.19999999999999996,-0.3136826646340548,-0.09699204458916089
2016-W47,Swaziland,1,229.8,229.8,-0.5,-0.6318411578835896,-0.2636823157671794
2016-W47,Sweden,1154,445002.0793,392.5857875868096,-0.1551976573938506,-0.11661034721987773,0.011861576479594627
2016-W47,Switzerland,807,369376.7868,477.4807346782713,-0.22552783109404995,-0.3083797564601455,-0.16405515820422734
2016-W47,"Taiwan, Republic of China",1579,456074.4963,294.0742214268343,-0.1968463886063072,-0.18139612602905864,-0.055675306627385956
2016-W47,Tanzania,45,13192.6914,305.6551678571428,-0.2857142857142857,-0.6309499942524985,-0.38884627876362854
2016-W47,Thailand,3360,1175435.1863,397.3572541022014,-0.11392405063291144,-0.12041857599492856,0.03905480651138005
2016-W47,Tonga,2,431.8268,215.9134,1.0,-0.23682859930155964,-0.6184142996507798
2016-W47,Trinidad and Tobago,70,39180.9876,541.6102696886447,-0.20454545454545459,-0.2638492478820107,-0.3217898681443444
2016-W47,Tunisia,32,16704.0376,496.13739333333336,0.0,-0.1474563549444784,-0.14928905384673108
2016-W47,Turkey,680,201820.7177,312.4847463930262,-0.08602150537634412,-0.161070583758811,-0.22863918207699674
2016-W47,Turks and Caicos,43,104074.8857,1929.9353947089944,-0.2321428571428571,-0.04337320151321755,0.12642784155444264
2016-W47,U.S. Virgin Islands,140,92142.4764,648.5170586585637,-0.007092198581560294,0.08506545715792191,-0.10978673179348952
2016-W47,Uganda,11,6086.101699999999,590.6101699999999,-0.15384615384615385,0.18835800000620906,0.3632999437948321
2016-W47,Ukraine,71,21309.2845,353.446584609375,-0.202247191011236,-0.06800485224074415,0.47714647573725655
2016-W47,United Arab Emirates,941,702234.0716,897.8353403094704,-0.15681003584229392,-0.13664738243724184,0.014345443825120263
2016-W47,United Kingdom,25243,6681057.9066,446.25931949665426,-0.10887139478236307,-0.14713153942437796,0.012878580370536241
2016-W47,United States of America,266560,62671539.12649997,558.3495926554288,-0.08823801037772316,-0.1342907606791427,-0.04438830949572259
2016-W47,Uruguay,225,98556.31,464.59202396316755,-0.13461538461538458,0.01929349299688221,0.2822295433489752
2016-W47,Uzbekistan,3,1726.0,780.5,-0.5714285714285714,0.565135385117612,3.9672245911029087
2016-W47,Vanuatu,17,10490.9982,575.9541055555555,-0.19047619047619047,-0.3615437292260909,-0.2134667988297605
2016-W47,Venezuela,13,5900.7239,397.0403545454546,0.0,0.06910781921459463,-0.15789618172845765
2016-W47,Vietnam,996,250443.1905,309.50235003537165,-0.10189359783588814,-0.07565690015300774,0.1285828122202397
2016-W47,Zambia,16,7082.0933,452.4743564102564,-0.11111111111111116,-0.11328890846588968,0.16753375392601555
2016-W47,Zimbabwe,23,9768.095,360.4291333333333,-0.1785714285714286,-0.3906891875766427,-0.38213663620541793
2016-W48,Albania,5,1084.5439999999999,230.22,-0.4444444444444444,-0.2690189574213573,0.31028039670386676
2016-W48,Algeria,11,4444.6342,463.53767857142856,-0.2142857142857143,-0.6623530754151841,-0.5394297448776412
2016-W48,American Samoa,4,1182.49,295.6225,1.0,-0.2507587517820371,-0.6253793758910186
2016-W48,Andorra,9,4007.9344,469.1179571428571,0.125,0.9726053394890652,0.7483061985429511
2016-W48,Angola,2,1545.0015,772.50075,-0.33333333333333337,-0.8410737148152976,-0.7616105722229464
2016-W48,Anguilla,3,3703.33,1234.4433333333334,0.0,-0.470510415646171,-0.470510415646171
2016-W48,Antigua and Barbuda,17,27420.3203,1278.3395030303031,-0.3928571428571429,-0.3028009314847061,-0.02935731266697139
2016-W48,Argentina,575,267583.0387,388.4082949618526,0.045454545454545414,0.08148235773650847,0.006341190948395692
2016-W48,Armenia,10,4046.2742,413.2513142857143,1.0,0.8361710070003021,0.16091120043795892
2016-W48,Aruba,99,144634.2305,1492.438343665501,-0.09174311926605505,0.0934497075036902,0.2577155824219042
2016-W48,Australia,6839,2331345.0017999997,449.82364462673894,-0.014837222702391295,-0.032063697999045404,0.054855439295367736
2016-W48,Austria,535,247880.4957,461.4244512398119,-0.05809859154929575,-0.030863837943061023,0.04053281602346592
2016-W48,Azerbaijan,13,11027.7468,942.4880541666666,1.1666666666666665,2.937698523050634,0.7799880016271215
2016-W48,Bahamas,92,95548.9635,1384.0716702898553,-0.22689075630252098,-0.17727231276157596,0.2783094808840285
2016-W48,Bahrain,39,22593.5815,530.7539400724637,0.30000000000000004,0.8272244913110607,0.2991492264508113
2016-W48,Bangladesh,9,3305.2792,397.9254142857143,0.0,-0.6076372623846314,-0.5748680038155769
2016-W48,Barbados,65,66621.8301,1037.617677,-0.1095890410958904,0.0014426435724081976,0.05190867516308151
2016-W48,Belarus,2,796.0,398.0,-0.5,-0.7277701778385772,-0.5478129142207915
2016-W48,Belgium,860,260334.38820000002,277.716876452227,-0.08315565031982941,-0.049504138029887956,-0.03461974642242971
2016-W48,Belize,66,43437.433000000005,642.6624895833334,-0.13157894736842102,-0.24502581919217936,-0.15971787466967446
2016-W48,Bermuda,25,29841.4,1259.7909666666667,0.0,-0.17900631206404927,-0.2109762932521977
2016-W48,Bolivia,32,9949.4355,257.25539615384616,-0.1578947368421053,0.9186490794792539,0.7734786677569183
2016-W48,"Bonaire, Sint Eustatius and Saba",8,6073.1117,933.55695,0.1428571428571428,0.04505267773949018,-0.06421254445245506
2016-W48,Bosnia and Herzegovina,6,993.0449,184.18185,-0.33333333333333337,-0.5628282684384249,-0.2036349364461959
2016-W48,Botswana,9,6072.5689999999995,654.4284285714285,-0.3076923076923077,-0.3096445836045698,-0.07542585391987544
2016-W48,Brazil,4908,1444600.0343,482.64387756919103,-0.031379514505624595,-0.0035432159994291945,-0.11111919527487824
2016-W48,British Virgin Islands,25,9420.6878,339.854725,2.125,0.697956616951291,-0.5317838051939107
2016-W48,Brunei,4,1521.4461999999999,380.36154999999997,-0.5555555555555556,0.11508967939396775,1.4151454898817262
2016-W48,Bulgaria,45,14021.3037,322.9704413043478,-0.16666666666666663,-0.06453374438782444,0.3212992397724912
2016-W48,Burundi,1,80.0,80.0,-0.5,-0.7037146772341765,-0.40742935446835304
2016-W48,Cambodia,396,96043.804,258.87530739426455,0.17507418397626107,0.1822491702426523,0.11440967121592349
2016-W48,Cameroon,5,7379.4251,1475.8850200000002,-0.2857142857142857,1.789397008611139,2.3042510912434135
2016-W48,Canada,3512,1155429.0516,387.03986535052894,0.0008549444286121144,0.02241288941080244,0.006658911584284555
2016-W48,Cape Verde,5,1947.1995000000002,352.27612500000004,0.25,0.40508568701361947,0.039957559495330974
2016-W48,Cayman Islands,31,34598.5804,1005.0319625,-0.3921568627450981,-0.57598968417536,-0.19127881013437154
2016-W48,Chile,346,154195.2623,407.2548078040844,0.11974110032362462,0.34556642898844037,0.24621093470819666
2016-W48,China,1690,494911.4649,332.7047025268935,-0.05269058295964124,-0.11128968048451604,0.08079795948576973
2016-W48,Colombia,501,184197.5319,425.28612000449465,0.12080536912751683,0.0005076628694677954,-0.15227280145237843
